"night_no","purple(%)","white(%)","yellow(%)","red(%)","orange(%)","green(%)"
"33",12.888709197096,5.13714261458663,34.7280655036731,17.9263104247247,25.9906853615864,3.3290868983332
"34",5.76721601891066,17.5815339386454,0,46.6261150533482,13.2147530693434,16.8103819197523
"35",7.98479958034817,18.0684180355372,23.9041393649451,18.3331498840169,22.0886335686975,9.62085956645514
"36",10.8336096512654,12.5103709609597,17.0287119927929,29.6771831134825,28.9973992710234,0.952725010476094
"37",9.7217398435519,9.21414621785012,29.5434243328705,21.8790955304546,18.7476712937188,10.8939227815541
"38",11.6182249976435,11.2652216508872,18.9633130332888,28.5588082196848,18.5298918268048,11.064540271691
"39",11.7536871985898,12.2689931530777,25.680445671811,20.7382910529083,18.9111414783046,10.6474414453085
"40",8.71208667268687,12.3200600953178,15.0858948948249,35.4104849495924,14.8823147485655,13.5891586390125
"41",4.96705483542712,23.8184895168485,12.8178244351885,26.9781218300808,13.7715035282204,17.6470058542346
"42",13.1686240246223,5.91152984400489,20.5202368283053,30.3872753973264,30.5138075693666,-0.501473663625518
"43",11.2319648691365,16.013390863623,6.39827972204991,35.8584187453998,26.9335260126256,3.56441978716522
"44",8.64696208841653,9.17324919611059,35.9094304957806,17.7247414743583,14.7630344241796,13.7825823211545
"45",10.0536954390086,9.67127594224899,8.252717902428,41.647836033023,17.0122524094561,13.3622222738354
"46",10.6551508355794,15.4800403095802,20.1392588184914,24.0435031951213,17.7358356132128,11.9462112280149
"47",12.2063341936928,8.57856895248638,27.7974111705938,20.8370126766765,22.1976178159905,8.38305519056006
"48",6.92973116538667,7.78160953572464,19.187392113277,36.236694590143,24.4335900625288,5.43098253293984
"49",8.99836618763068,5.04623966684506,17.6569526059602,40.0471833653049,14.7549771709243,13.4962810033348
"50",9.7469998577875,19.0159000002296,16.5888657392352,26.4598495621531,16.2223894551232,11.9659953854714
"51",12.8394845068083,5.28166175598859,36.288303697892,14.5976253397733,26.5166903391076,4.47623436043013
"52",8.22852463427822,15.8385319895129,19.1945617918051,27.6097124353153,13.7979735103185,15.33069563877
"53",12.5166060128257,4.5081618312221,49.2985942926685,3.18020991220695,23.8655305809107,6.63089737016604
"54",9.59675776988361,7.94858055408902,18.3844730521232,34.6746311238475,17.2523825642356,12.1431749358211
"55",8.24646927216081,13.8727053143032,14.4903037099575,34.6401607492321,16.8585590025488,11.8918019517975
"56",2.88948500244485,20.1377913377789,14.3280646190343,32.823403235042,11.7014968716452,18.1197589340547
"57",10.7648721744389,4.22549246994944,35.5186728457466,20.2153178414922,21.2520052058817,8.02363946249115
"58",9.40932699409037,1.78255583071788,44.8604280720901,12.7104050410152,17.4140157265994,13.823268335487
"59",11.1709082594155,6.85722143978534,25.798301907362,25.2699970553435,21.8373328302506,9.06623850784304
"60",14.0440809596673,4.12356967650638,21.6964578379516,31.8123641545844,26.4941846765431,1.82934269474724
"61",11.6525858061796,9.84515880127748,12.4055913540718,37.2439057225776,21.902590395577,6.95016792031652
"62",15.0781333547538,5.66817101563079,13.6947287007157,37.2279624283358,21.2308469158068,7.10015758475711
"63",15.8046059881367,4.12221935809871,20.4686348881483,30.5276882953803,24.4038782870903,4.67297318314572
"64",13.1179743655086,4.90295956350746,25.3781422346714,27.3173001907637,18.4666088356188,10.8170148099299
"65",10.837435531539,5.75121951568775,20.1705107278568,33.2426248531255,22.4568736558887,7.54133571590231
"66",9.0353006566701,5.04349405016728,27.2058998971546,27.6767632265088,20.0095139232289,11.0290282462704
"67",14.9144764369543,10.2088737818383,7.5965001164284,37.4465092069261,31.1843522664171,-1.35071180856417
"68",10.515994184475,4.59267597171024,6.85958072631493,49.0327348637164,16.4916908312178,12.5073234225656
"69",8.4427121877888,8.88886436930365,17.9087569326969,36.9593657226726,11.6246826807835,16.1756181067546
"70",10.6655489441798,8.03776718005493,2.65045876024874,47.6604996835875,27.8677504304557,3.11797500147339
"71",12.3423385320118,3.75120670894739,17.3542153601406,35.553745483754,28.9798497930724,2.01864412207381
"72",11.3364931433067,4.57665072446867,28.0330697141901,27.4054040224446,16.172457890454,12.4759245051359
"73",5.38921267109626,21.4673965533245,0,43.4948311977211,11.1909422010485,18.4576173768097
"74",10.3888351666452,14.5345399937967,4.52085333749587,40.7316091538638,12.0570109683668,17.7671513798317
"75",12.1883498688374,0.964254784118632,40.4770079840522,16.6792059519014,28.4825256246685,1.20865578642189
"76",7.44673927986108,8.37854817720223,24.2157105603003,28.831557829207,20.366528120902,10.7609160325273
"77",9.11710015928091,10.6625306969378,22.4616937629245,28.4829433584733,24.8286856204966,4.44704640188693
"78",12.4968168529518,8.37859886774992,6.4557925315122,42.8472181072238,17.9459428444423,11.87563079612
"79",4.03186267165679,10.8993557704198,7.83577120186926,46.4025276296285,11.3585904483619,19.4718922780638
"80",7.71397379584566,19.0367964181965,20.445709787823,21.3550260235631,22.2193950695274,9.2290989050443
"81",8.20162649070475,13.6171040473092,3.20390657527965,44.914537361568,16.8404722954121,13.2223532297263
"82",10.5939000885024,10.5716116393082,13.0071390621342,35.9124075814995,21.2837105448084,8.63123108374729
"83",13.7702791935182,5.95568088679774,32.4386351050055,18.5690998938859,18.655970370671,10.6103345501215
"84",5.58497154756576,16.9347636240443,18.7280760688997,27.8785856241251,18.810175943088,12.0634271922772
"85",6.5743036965955,17.0268769989252,20.4522673780702,26.0046730883654,10.139958248065,19.8019205899787
"86",14.2019474463245,0.646807869267947,28.4260795481072,27.2076811568737,26.2439231385751,3.27356084085153
"87",6.62136590913019,9.96269062033815,39.962477720863,13.6227908194212,13.5146188250602,16.3160561051873
"88",8.91136951482952,14.890149697914,0,46.2072841200136,17.3981673910307,12.5930292762122
"89",5.6296604013908,14.0775785206861,30.8660997632221,19.4917904385273,10.7867255340451,19.1481453421287
"90",3.52989473974641,17.6107450666951,29.0579021506976,19.119446922005,12.2264253359401,18.4555857849158
"91",12.8129094091333,5.58852736104935,12.5965174237013,39.3370583042954,18.7114452946995,10.9535422071211
"92",11.0957102238928,5.86850376455958,28.6260007754859,25.0544514381161,22.2791905374748,7.07614326047079
"93",14.1364815568796,13.3550128412911,29.1347437586587,12.2724929704534,21.9570594812058,9.1442093915114
"94",13.45174859233,11.3772473807236,15.1807683764327,29.7926408671528,25.5938073392313,4.60378744412959
"95",10.6496289903035,18.46056323378,0,39.5643895600864,23.6446756726625,7.68074254316755
"96",10.7517487405927,10.2846642746418,10.8978854799405,37.2880777703826,23.3732498428741,7.40437389156836
"97",9.72109604507283,10.5872822929808,18.1099530166634,32.6345043134087,18.7884085740642,10.1587557578101
"98",10.1200744677587,4.4220829230929,11.8346136546019,44.4895130588467,21.4376642411889,7.69605165451082
"99",6.86147696687362,10.0190181041342,38.1502812662906,14.684256592983,20.2908681881745,9.99409888154406
"100",6.35043788626818,22.7612064595022,0.485751565175956,41.0471532515808,10.2931843639405,19.0622664735323
"101",11.3145061922561,12.3302650094424,28.8402692639838,17.7415031722963,18.7540189845872,11.0194373774343
"102",11.1463669457097,6.99779644829578,18.0419544496346,33.639748487403,27.2337166120067,2.9404170569502
"103",9.35235093623668,8.20929198764024,27.653950407748,23.259711079791,20.3897779024188,11.1349176861653
"104",6.78080402326181,8.25552505729812,32.5950980083295,21.19399634055,22.813054563467,8.36152200709357
"105",10.8559525521732,7.37699947981179,14.5286925486436,36.5456221441202,16.2860477479918,14.4066855272593
"106",14.9710578280261,0,29.4806672303849,25.3788797037512,24.0713359692596,6.09805926857813
"107",5.79198259588148,5.35241552168181,25.8750078746105,32.279029039952,9.59626803557725,21.1052969322971
"108",11.2833758834116,2.36323923067041,26.237407329067,30.2186811852254,18.647525956046,11.2497704155796
"109",12.2000576617505,10.8779101601095,8.93339421994831,36.7770084163417,21.6213506220591,9.59027891979086
"110",12.6340133585624,4.95095671582171,29.6016150108201,23.5407738794198,17.5746601097907,11.6979809255852
"111",17.1415441469374,2.9570760343483,25.8192720545419,23.5058588751994,27.1324339609814,3.44381492799152
"112",8.64379250263633,11.0146896902117,13.7035360651449,36.6020430696377,16.835414476299,13.2005241960705
"113",8.07307575550099,18.2192360988943,14.8824292703823,28.2715581459107,13.9341528186811,16.6195479106307
"114",7.41346521385226,14.0296686513656,6.26385334084056,44.4776753371722,18.0005843897147,9.8147530670547
"115",12.057441071775,8.13636713029998,19.5669421398334,31.28443828204,20.2585534288179,8.69625794723378
"116",12.0982876577433,10.9134207838892,21.4030170315738,26.5953585130078,17.760986294261,11.228929719525
"117",4.7614647860472,12.9210536634838,39.0457607527207,14.2834079902649,25.9509422077353,3.03737059974814
"118",9.36580836938962,19.3674253931822,14.382108921281,28.1496846676388,14.4532129011946,14.2817597473138
"119",6.04620179580823,13.1613696784686,6.47533120613011,43.5419767140379,16.024785534774,14.7503350707812
"120",13.8527208050327,15.1571107191787,8.83035336312628,31.3975567684179,27.8128517025936,2.94940664165089
"121",7.58012189582954,10.8145742244302,27.5399305611342,23.7094722543025,18.6277440846446,11.7281569796591
"122",12.8884258963709,4.93266600648302,26.640763818603,25.4659121554277,25.5443509993941,4.52788112372121
"123",11.2474442614781,6.48315969028423,22.2354497309147,30.2844729673167,17.0567339844351,12.6927393655711
"124",11.9682475509364,5.58983490536853,18.6856775428591,33.2771077852063,25.8744016940689,4.60473052156074
"125",3.86249105831696,14.4293366513572,40.3420728069518,10.9846737611434,14.0109952942072,16.3704304280234
"126",15.0728336222103,0,32.1516756543596,22.0829936761809,26.6657219052911,4.02677514195814
"127",12.6488096073223,13.5670887140924,21.0357538686895,22.8686141363123,27.356517489465,2.52321618411853
"128",11.8994597936947,17.2606917074028,23.6341351089581,17.4411486502749,20.8993134886463,8.86525125102329
"129",10.1167220529648,8.40621990604091,23.0269646301981,29.8913136492719,15.5159562015072,13.042823560017
"130",9.96566696945452,9.22076729546426,8.31109285282286,41.1092814339527,13.3692699500605,18.0239214982452
"131",5.56280962566731,13.4569532060459,8.32776927240777,42.6437791077337,12.304172966556,17.7045158215893
"132",12.6650124750023,2.1978774733531,32.2180600455803,22.700204368186,30.4576188667814,-0.238773228903227
"133",8.05183216195141,9.93077769874945,16.5549069439205,35.7380415700471,18.7535180617458,10.9709235635857
"134",12.6622914874657,6.63340053495244,20.5410864669044,28.716289835495,23.4629015003397,7.98403017484282
"135",8.09863780911743,19.6106050369636,0,41.6965277877562,19.3430951209107,11.2511342452521
"136",11.2430495738939,13.3613406739888,12.0690782167207,35.4731982914747,22.9118423349164,4.94149090900546
"137",4.58600791997818,12.3975576022311,19.3305571950488,32.7279857223151,16.1975622769674,14.7603292834594
"138",11.1313713587307,9.76025851777058,12.7109829525193,35.1950315031575,22.3219688336149,8.88038683420704
"139",11.0424539076913,11.8409401674615,13.4512961787747,35.4415746849567,13.1248159483175,15.0989191127982
"140",4.98880601766521,16.322000809996,22.8699239358361,26.8450009971015,12.6579689186504,16.3162993207509
"141",10.4159099649268,8.00088638319312,22.5666213072993,28.4719484943418,22.9846832278883,7.55995062235073
"142",7.77082959528719,6.60601011486183,26.338629778059,30.1726936007688,13.9155263506525,15.1963105603707
"143",9.61636742024299,4.69375160289028,13.589021971174,41.3207255378153,27.569851527948,3.21028193992942
"144",9.54249259927917,7.47808389236823,17.294960158371,34.5064385246751,21.6697789066508,9.50824591865567
"145",3.15272554284117,20.3074664071991,24.3785339843634,21.4467274800393,9.79516653552989,20.9193800500271
"146",8.29941334077891,14.3217288481521,25.08582955745,20.8411970676808,13.5820289685415,17.8698022173967
"147",13.5002667794709,4.70776773567275,8.75685924803131,45.7702560028379,20.2603446624064,7.00450557158073
"148",8.6749400781226,11.318002709666,26.0235159405424,24.6311931428827,10.4701090726416,18.8822390561447
"149",14.570061418385,0.0704795145376664,48.2686303221999,7.88402506554038,29.1005748983112,0.106228781025891
"150",8.68726474487758,17.3323614881631,5.85215252413452,37.6498244984013,20.5800606130719,9.89833613135159
"151",15.1793867976989,0,0.125308071004689,54.9352636708378,26.3288502080929,3.43119125236577
"152",9.11022832233561,13.4375187696035,33.2074031298536,14.8892945633792,22.1171612018037,7.23839401302448
"153",11.2950379050882,0,30.4137347848601,27.4116213915621,19.9056874189682,10.9739184995213
"154",15.8114342018506,0.994417410825493,20.542812683034,32.621914748502,24.4259678489686,5.60345310681926
"155",6.65457034531993,9.10505391819363,22.4725455359103,32.8040247318946,12.8767912674027,16.0870142012788
"156",12.4666891874436,13.1021584296628,6.18496072245036,37.8944929148258,19.365687020644,10.9860117249734
"157",10.6305898448476,16.6000077351285,10.5588419401076,32.6860355523381,25.647333447834,3.87719147974415
"158",10.0417308084645,6.38417641030083,31.5886496115368,24.038272643058,19.1190762118554,8.82809431478444
"159",7.06874311502468,15.2654250762616,0,47.5307097701441,15.3977326794547,14.737389359115
"160",7.35705625072494,7.28773795240425,24.8207122168501,30.6842069982011,14.970727830883,14.8795587509366
"161",12.1603075159089,0,35.2109878329962,24.3704216427965,21.2654888151511,6.99279419314726
"162",9.89806938556046,0,32.4618524334736,28.6605270275411,17.478972261936,11.5005788914889
"163",15.5234416989022,0,21.0951681876889,33.8832939238555,18.892517018136,10.6055791714174
"164",9.03401640925016,18.1824797991475,17.0124327715598,25.2321234147117,19.794799671642,10.7441479336888
"165",13.7716327856687,5.41107543740472,14.32515706412,37.1833413137294,26.3907968690665,2.91799653001058
"166",7.75073216617836,13.0874493009836,17.5348620872505,30.8204565185558,14.8206045496316,15.9858953774001
"167",16.3206709504611,1.01500825975446,16.2012931822076,37.273401930485,26.4249812610463,2.76464441604551
"168",10.7082687683228,1.90512333507125,26.2933541036741,32.618234363582,20.6465458876188,7.828473541731
"169",8.25564254832867,12.1765246063863,28.3401292405427,21.0241507848269,13.3819700566578,16.8215827632577
"170",12.4450923900541,9.90776076499474,27.6282894267919,20.1887009969842,13.6893482113408,16.1408082098342
"171",10.6184958982488,15.7001992498476,12.2324998269103,30.0069331194599,32.8393852740233,-1.39751336848992
"172",13.5183955440104,12.0697271776941,28.8457474988901,15.3760538475988,25.0844049458395,5.10567098596708
"173",14.6280743653315,10.4640496579172,13.1230996255949,32.6409001910774,24.9747274244495,4.16914873562947
"174",9.99904206358394,18.777466677876,5.18830066567274,35.3714905248025,21.2676455173473,9.39605455071745
"175",13.8689226543602,3.22887118616794,13.3845636955317,39.1168725527413,22.415252564805,7.98551734639383
"176",8.71430498952157,8.11694115697471,4.63691083673858,49.3935332021267,25.8489284084254,3.28938140621299
"177",9.33578135785149,6.69602668820207,41.7318492140147,12.8463870402752,9.11855772292666,20.2713979767299
"178",11.0428252990678,9.01201872016936,12.9560520992243,38.3114995247477,16.2538613485025,12.4237430082884
"179",10.970373742354,11.623236568211,8.04812432197563,39.3886363635669,16.1195658184625,13.8500631854299
"180",9.20409930510206,5.64051828079314,48.4591723066375,4.70935068192497,15.9627720040803,16.024087421462
"181",13.9887954769575,13.2404194890311,4.7689342703637,38.3330517224525,26.9956337939356,2.67316524725966
"182",9.1658301638804,18.7765567133541,4.36331839045415,36.2162546083044,24.6856553773342,6.79238474667282
"183",12.42746997356,6.69514074058064,10.593852645094,38.9861167213972,25.0511552250634,6.24626469430477
"184",10.0167917351639,14.620330214387,9.66407632244145,34.0964134380776,26.530597019504,5.07179127042606
"185",7.44910511689069,6.51516406251269,30.921768142199,25.2814692372395,18.2160163168919,11.6164771242662
"186",6.40002076546525,20.9967616305761,10.375061333344,32.3475062406812,15.6469524782572,14.2336975516762
"187",13.7533869704437,1.42929679501528,35.1965268064829,20.3736973116478,30.3386775256913,-1.09158540928101
"188",5.93258234243199,6.53724077820746,17.675006019043,40.8093792567966,10.6796466533967,18.3661449501243
"189",11.8659937925509,4.33783655512569,22.1962428037966,31.9363392688829,21.8323079263851,7.8312796532588
"190",10.0900081922609,9.39653541207935,38.1317155481026,12.7010600341395,23.0353552004208,6.64532561299688
"191",11.1928330623943,3.1204067551005,34.8013907295597,21.4228094935856,17.6214241522746,11.8411358070853
"192",12.7274478600718,1.5468854188472,46.2850569345238,9.38585396231824,26.1371310975735,3.91762472666552
"193",9.80258614835485,11.8352271466252,19.3896997750159,29.1447937761052,20.235849510613,9.59184364328581
"194",10.1712700705886,10.9538332005248,33.5569429053271,14.9343868278891,18.154034456679,12.2295325389915
"195",14.0466253386415,8.92715177760131,17.3472930383424,29.7126593031611,23.2688925496328,6.69737799262088
"196",8.59295911223052,13.1440002660898,33.9399473350732,15.8535691139477,19.5546831566162,8.91484101604254
"197",7.3126896602855,17.3896887525388,25.8636668462747,19.4377962007903,15.7893263935183,14.2068321465924
"198",11.9809035520635,10.6431637923,23.2934149209691,23.7878347966533,17.0112915121479,13.2833914258662
"199",9.9873009274207,13.9821884484406,5.35163722754725,40.0734054909129,17.4543023565439,13.1511655491347
"200",12.2017892726535,10.047607586102,22.7994365194334,26.8012569524382,17.0293698743361,11.1205397950368
"201",13.8408435848752,7.47262446569825,9.73665112398606,39.2585606827717,22.3711544306381,7.32016571203062
"202",12.7688224455909,4.76974136988559,17.6150453459333,35.1387297988409,22.569630007131,7.13803103261829
"203",11.6159035788664,9.18293626011464,24.1384319952962,25.0078558947858,22.4376445311436,7.61722773979332
"204",9.49361006953624,5.26800371144534,28.2723704435521,27.9075387093052,22.7702968392214,6.28818022693969
"205",6.35797257961449,13.1201051673566,24.6255492439647,26.4450305098733,12.6533160182948,16.7980264808961
"206",10.0183636640296,16.5221729898393,1.22719830809303,42.4913118692448,19.7034913150061,10.0374618537871
"207",15.6159745596917,1.63942038381461,22.3455831762086,29.1537523752975,23.9653315410104,7.27993796397718
"208",8.75237262834363,16.3138794778657,9.61250818951847,35.1219944650486,24.0756230654251,6.12362217379847
"209",6.78492609829446,0.706845715201315,16.1788557528826,47.0167316824004,13.9329925067548,15.3796482444663
"210",7.96850366288183,16.8915869542846,30.407054222689,13.3582130508876,14.8243922731779,16.5502498360791
"211",8.65782012220776,11.4245753726888,9.5871818578981,42.1222642418603,23.6419682028598,4.56619020248527
"212",9.98011179886362,9.10034772844029,4.04039189349776,46.341459786755,21.1078048303894,9.42988396205391
"213",4.3171862643223,17.6855318185555,9.22084010982324,39.6893559427472,7.0392400609496,22.0478458036021
"214",12.6623954904016,9.25336024657158,9.11861736791689,37.1352783201348,29.1410166797741,2.68933189520108
"215",9.90096493238996,8.17021042508216,8.13541451370723,43.6927287793128,20.6027728329517,9.49790851655613
"216",11.599943073749,18.1701973246272,14.7244462635787,23.7703035221725,25.1511046314016,6.584005184471
"217",11.5186133395044,8.11645192598135,0,49.7457622921536,18.0755039382311,12.5436685041295
"218",6.57897920525319,15.3501603167973,30.9227714229403,17.3655294455682,5.84603648273507,23.9365231267059
"219",8.88987191676862,8.49524136327224,30.482735411869,23.2122639769877,20.7565494190447,8.16333791205776
"220",4.12725098928643,9.41942153208732,34.6713285337409,21.2789646232297,10.9600265939867,19.543007727669
"221",9.06437432745939,4.77142504190045,19.801658750709,37.3952502615567,19.2119430831553,9.75534853521914
"222",7.49391706488501,11.647163465606,20.0222120084918,28.5241595672112,24.0423762896732,8.27017160413291
"223",15.7094061466458,0,17.9615511591416,35.7514145289367,20.5542673858022,10.0233607794736
"224",6.40113183794658,9.89405991396741,32.9368085835707,21.5541327829235,3.38653412185417,25.8273327597376
"225",12.0530538943226,10.2219308304084,14.8598490745492,31.1905165500703,23.0349687737363,8.63968087691319
"226",9.84290174444487,20.658821583292,0,39.1603119000291,16.0341995776682,14.3037651945659
"227",11.5005538355955,11.3643741597051,12.9705492231077,33.2031838976519,21.6991350560228,9.26220382791708
"228",3.90830244073299,14.0995142239026,39.9412970705562,12.1739703554044,16.0633851361805,13.8135307732232
"229",8.70303203229269,14.212375861437,5.74466868401856,42.7238132034871,26.8040354205785,1.81207479818612
"230",9.24029473299492,3.95097522447731,21.1681866475966,35.1816835061809,27.0440631122984,3.41479677645188
"231",9.26468326776898,6.79222808223638,19.8625807082768,34.7443649940247,23.0267524879281,6.30939045976512
"232",13.6911068561437,13.3535183353334,42.5174326892084,2.78028826908449,15.8312442684623,11.8264095817677
"233",14.8128915643946,11.3008015182508,4.9882878391872,35.9210047836672,35.2580189580688,-2.28100466356854
"234",13.0388974533951,3.5915012982567,27.7656864064337,26.5662964577701,22.4651901174189,6.57242826672553
"235",11.8399526229663,8.16099136396937,15.9146980867774,35.3221139915807,19.3434645868117,9.41877934789447
"236",11.0511546592486,7.02715966270743,25.6699154654003,26.5192755369176,18.7583560422798,10.9741386334463
"237",10.2022116756714,14.7738831273426,3.41341073723821,42.7975023178741,16.6036853155553,12.2093068263184
"238",13.0335093899707,16.8570370446166,3.03802580373379,38.3430039777267,29.6662364082125,-0.937812624260303
"239",5.77272265408325,5.2291412509096,23.316842993256,34.0984519858613,11.1734792041342,20.4093619117557
"240",3.581406339135,7.00621284830783,47.8454428262449,11.7992962452563,16.8153343937327,12.9523073473233
"241",7.93894351412855,7.75192869162551,6.83293378249823,47.9284673821806,16.4542219568918,13.0935046726753
"242",13.3674645721413,7.27522291492041,11.8863872290317,36.7553081086579,29.8941111718029,0.821506003445911
"243",9.73281520597067,7.97227538590377,27.2669081483694,25.0839141039193,24.4535221388357,5.49056501700118
"244",9.51202518080698,12.1248409898107,10.3587057454658,35.5794279421571,27.1631222559069,5.26187788585244
"245",11.6419508465827,6.09847507611837,26.0905557888346,27.821456842418,21.2997742628544,7.04778718319185
"246",8.28936943281256,15.1247039742558,15.3433043724485,30.9908588318704,18.9891281244938,11.262635264119
"247",14.3155478797643,2.23805551056026,23.1723247167556,32.735504213173,21.7502548281484,5.78831285159837
"248",11.1274229334764,13.5307730424022,8.90139071190021,37.2499596528789,18.7797254859347,10.4107281734076
"249",6.0480888080607,19.2357648877238,20.0511132643289,24.5693590890379,16.7359380430473,13.3597359078014
"250",9.77246286632315,9.1407790190252,6.44671865151522,42.6314811019673,30.0954044711311,1.91315389003813
"251",16.6772531255029,3.26194409312375,21.2803158509501,29.1422002979435,30.9445870973804,-1.30630046490064
"252",10.6625705875567,12.7195069992244,15.4035943088427,31.939534450117,11.6646817966022,17.6101118576571
"253",9.61599329250916,18.1451742390173,7.29890655993511,32.9645421393193,23.7733389638404,8.20204480537872
"254",8.76599438560574,3.79169263577,22.1562631091189,36.1956879351494,18.6933333178201,10.3970286165358
"255",13.4898266968217,9.24606636059875,27.6212568163071,18.835499860423,25.8491919346674,4.95815833118208
"256",13.9242621686127,4.09348626603242,40.7004732505326,13.4308072679402,22.4830624410032,5.36790860587877
"257",12.1077941995671,3.09147572846612,22.6455290290296,30.622270997106,20.6936693764112,10.83926066942
"258",8.6316183111155,5.19255248728661,35.508806090069,20.9146177600576,25.6436065416947,4.10879880977671
"259",11.1596996519912,11.3225056723058,0,45.328849913356,19.5791699609008,12.6097748014462
"260",14.0748102427984,10.8199041115333,7.92082955892368,36.483039673773,28.3026952567088,2.39872115626275
"261",8.21022043989967,5.69532918175121,36.9237876131017,19.0436027406291,11.6328610295939,18.4941989950243
"262",9.62851135743748,9.49322909644227,8.68959165134867,42.3232054383042,16.3693345755037,13.4961278809637
"263",11.3741480752407,6.33470276472539,27.4017366710844,25.1232561886619,23.3944708915641,6.37168540872352
"264",5.90536573562748,11.979902776309,23.8961072313496,27.3079108227634,18.4563418391277,12.4543715948227
"265",11.984562527689,9.01255805478181,22.4353977845337,26.8697976701426,26.9909659753817,2.70671798747113
"266",11.9492782666873,9.13885366747679,17.6096715678525,31.0911660911822,22.5385582579038,7.67247214889738
"267",10.8054536046165,9.23515265387582,31.7639859952494,17.0953243054408,24.6237618651614,6.47632157565615
"268",13.9262681359834,12.8747654929069,5.62890763443436,35.4959685801921,18.9093259592046,13.1647641972786
"269",10.8549652652627,13.648053217476,30.8955018195925,14.0028273401107,10.5873899231946,20.0112624343635
"270",7.01709667677353,18.4645173202543,25.6382442894998,18.882812838949,19.3872722925488,10.6100565819746
"271",10.2895414388113,9.85458806800102,16.8196366236178,33.1917492050901,28.3492955027714,1.49518916170846
"272",8.52854923284857,9.06820069602112,22.9086531899104,31.58296127516,12.6797089808303,15.2319266252296
"273",5.0978380021513,13.5209011117369,23.8822594880774,29.5287220737962,16.721670447773,11.2486088764653
"274",10.5292155265928,8.56310813681207,17.4762773861516,33.4321840280839,29.6833307199059,0.315884202453777
"275",3.69370701200174,9.27052668060307,35.8722647710612,21.9050368835335,7.84359405506871,21.4148705977318
"276",11.6463411148783,2.8666351719938,13.7647155877709,42.8948426081111,27.6148237905268,1.21264172671913
"277",7.7035171571144,16.0893011987834,16.4754328638448,29.6868674123508,13.5847064384184,16.4601749294881
