"","time","send","recieve1","receive2","receive3"
"104",515,49.0589168668149,51.9849762769663,52.1607746882403,50.1126088172795
"105",520,48.746667664357,52.0970510954339,52.0342959337637,50.1877751139357
"106",525,48.4356553495977,51.8953995872127,52.075617769286,50.2544875731967
"107",530,48.1261868541428,51.3344702413663,51.9227586252318,50.1790675994773
"108",535,47.8185675860346,51.4752392853461,51.964273194098,50.213055998148
"109",540,47.5131011283515,51.6277583640556,51.9314011645648,50.2385024232478
"110",545,47.2100889396077,51.3495418395011,52.1118680188551,50.4149825626521
"111",550,46.9098300562505,51.0703654645521,51.9373228332255,50.3272246181183
"112",555,46.6126207975471,50.4610415071792,52.0141341610157,50.4562207056047
"113",560,46.3187544731532,50.7747159967666,52.2469563873519,50.4879700596399
"114",565,46.0285210936522,50.2128713552445,52.0891367701026,50.3806242713188
"115",570,45.7422070843493,50.2934129802956,52.0348701518488,50.551096667468
"116",575,45.4600950026045,50.0549045324013,52.0216370531547,50.6558093166811
"117",580,45.1824632589828,49.4212842117129,52.0816482606246,50.6541595846031
"118",585,44.9095858424963,49.8422242572497,51.6152688567782,50.6226591743363
"119",590,44.64173205021,50.0427041488221,51.6644622187189,50.7242661066937
"120",595,44.3791662214787,49.7056135434339,51.7684495522024,50.8035537622397
"121",600,44.1221474770753,49.1864437188934,51.6147279904559,50.7282858113567
"122",605,43.8709294634702,49.9221759634121,51.5669495727693,50.6994602543418
"123",610,43.6257601025131,49.5619637819849,51.497074976771,50.7497826244112
"124",615,43.3868813467635,48.9372180451454,51.4638643606513,50.7801310100169
"125",620,43.1545289407131,48.4357653481266,51.7056768408159,50.9423263192549
"126",625,42.9289321881345,48.5686394834181,51.5028198338826,50.8919774414155
"127",630,42.7103137257859,48.6115551693979,51.4246611971223,50.7679540156865
"128",635,42.4988893036954,48.1816072907294,51.5055067620842,51.0701864596423
"129",640,42.2948675722421,48.5597017848612,51.2687036649553,50.9741069798476
"130",645,42.0984498762431,47.9864911790978,51.3646392751741,50.920924318445
"131",650,41.9098300562505,48.329229402005,51.1860506010344,51.1124248228768
"132",655,41.7291942572544,47.8815467694638,51.2675747923763,51.1451947999786
"133",660,41.5567207449798,47.4303209775249,51.1123889031573,51.0549077274555
"134",665,41.3925797299606,47.7198295404652,51.1504655376539,51.105597868493
"135",670,41.2369331995614,46.8818255677308,50.9707053155241,51.148060313269
"136",675,41.0899347581163,46.6638242887168,50.8650100137385,51.1826862752629
"137",680,40.9517294753398,46.5799229733255,50.8645336115981,51.206113239795
"138",685,40.8224537431602,46.396121460755,50.8992277794776,51.2821137753259
"139",690,40.7022351411175,46.3661597050417,50.8171377275432,51.17269014398
"140",695,40.5911923104577,47.4575300054652,50.7258690755308,51.2266882510073
"141",700,40.4894348370485,46.6774486560419,50.487518641041,51.3377654444949
"142",705,40.3970631432306,46.5054204834729,50.6711384041509,51.221183262763
"143",710,40.3141683887137,46.046394567379,50.6475955852713,51.1915579827943
"144",715,40.2408323806125,46.2640013351649,50.6546262689087,51.3613546426788
"145",720,40.1771274927131,45.7280154957352,50.456107003905,51.1639580321315
"146",725,40.1231165940486,45.5811178613389,50.3148209042418,51.2275687794817
"147",730,40.0788529868552,46.1555387459431,50.2052857362362,51.2459945403891
"148",735,40.0443803539692,45.5787412192075,50.1690764079914,51.2040642085458
"149",740,40.0197327157173,45.6476086877338,50.2545620274901,51.2772560065919
"150",745,40.0049343963427,45.3093531426095,50.2756779336823,51.2398774545781
"151",750,40,45.144406501539,50.0598140235618,51.1885228738722
"152",755,40.0049343963427,44.7546100120793,50.0228191386748,51.3814268414727
"153",760,40.0197327157173,45.137953786017,49.9948220240185,51.1970478973122
"154",765,40.0443803539692,45.1775389865666,49.9195501386149,51.3556660095963
"155",770,40.0788529868552,44.6390501058461,49.7707934740739,51.1743780562106
"156",775,40.1231165940486,44.812109960059,49.6859029564496,51.1998337860974
"157",780,40.1771274927131,44.6979190577956,49.7079769362116,51.2454223767453
"158",785,40.2408323806125,44.6686130472746,49.5669998083637,51.3372430250728
"159",790,40.3141683887137,44.8957121369485,49.6246759632943,51.2326389250237
"160",795,40.3970631432306,45.0290530684214,49.3222174853285,51.1996232974342
"161",800,40.4894348370485,44.4085319180981,49.5925556325517,51.240659135643
"162",805,40.5911923104577,44.4978909850997,49.5428544793915,51.1635739899379
"163",810,40.7022351411175,44.3419929779071,49.1173223824364,51.2900320981498
"164",815,40.8224537431602,44.0359135206534,49.2152263131473,51.1599695826427
"165",820,40.9517294753398,44.7271090018685,49.1472393507786,51.136539544907
"166",825,41.0899347581163,44.8912344775011,49.0209140198622,51.0847963569055
"167",830,41.2369331995614,44.6618972627524,49.0064083174345,51.1997364746397
"168",835,41.3925797299606,44.1616012392216,48.6578072972407,51.1628919463175
"169",840,41.5567207449798,45.124028179748,48.6880685617694,51.1623736900664
"170",845,41.7291942572544,45.040575326433,48.9764012293498,51.1139983031883
"171",850,41.9098300562505,44.6377325570091,48.7455483823051,51.0030888948967
"172",855,42.0984498762431,44.7767461121357,48.6438613453066,51.0594223202481
"173",860,42.2948675722421,44.8599086799945,48.626642555338,50.9508095420762
"174",865,42.4988893036954,44.8747043678687,48.4532443608344,50.9923391154956
"175",870,42.7103137257859,44.9977144891359,48.6602169822735,51.1325667845397
"176",875,42.9289321881345,44.6582129149089,48.4071477438622,50.8752159019772
"177",880,43.1545289407131,45.1648835880802,48.5810052013392,50.9393024962453
"178",885,43.3868813467635,45.2323953234344,48.3603241207113,50.8842662280902
"179",890,43.6257601025131,45.572353146102,48.3486988023476,50.8354180463313
"180",895,43.8709294634702,44.7588857055455,48.5405988588619,50.9000164624993
"181",900,44.1221474770753,45.0638632061484,48.1845020431166,50.8057412277527
"182",905,44.3791662214787,44.9019982993357,48.1896602106608,50.5603241639801
"183",910,44.64173205021,45.1099902598775,48.3628269714707,50.622710880247
"184",915,44.9095858424963,45.1990670708576,48.3433452529917,50.6140417111705
"185",920,45.1824632589828,45.6987888116386,48.2654391283746,50.7179289513252
"186",925,45.4600950026045,45.7132959131351,48.2894984137575,50.569684235619
"187",930,45.7422070843493,45.5681850593262,48.1430912315998,50.5726204894981
"188",935,46.0285210936522,45.3595769922183,48.1978661128327,50.3073333207868
"189",940,46.3187544731532,46.0971972311275,48.1198978305806,50.474978369207
"190",945,46.6126207975471,45.8719754079654,47.9248131830839,50.567102791931
"191",950,46.9098300562505,46.4007123620553,48.2075902099575,50.322760954075
"192",955,47.2100889396077,45.9139157196802,48.0825557087312,50.3022336360114
"193",960,47.5131011283515,46.27880118467,47.8141708861146,50.2399006788597
"194",965,47.8185675860346,46.9216363164604,47.795479937027,50.301452444086
"195",970,48.1261868541428,46.2647993898189,47.7864560772156,50.1784174762242
"196",975,48.4356553495977,46.9436000002523,47.6954800421338,50.1145668077997
"197",980,48.746667664357,47.165998322339,47.967624066713,50.3265243592198
"198",985,49.0589168668149,46.5286398154746,47.7703331127712,50.1413479982554
"199",990,49.3720948047069,47.2826078705062,47.8399686952602,50.0897538467529
"200",995,49.6858924092187,46.9493685238661,47.9430005266622,50.0108319029149
"201",1000,50,47.4511017411344,47.822708817759,50.0347777695938
"202",1005,50.3141075907813,47.581915226726,47.9586649825053,50.1000889722107
"203",1010,50.6279051952931,47.3413869086096,48.0355035362768,49.8154051202778
"204",1015,50.9410831331851,47.8012178367103,47.9482921026558,49.9306130540428
"205",1020,51.2533323356431,47.4805619003937,47.9210531545745,49.7257936027091
"206",1025,51.5643446504023,47.6079471288448,47.924905938692,49.7736263188126
"207",1030,51.8738131458572,48.0224939550483,47.9293120549572,49.6950761157241
"208",1035,52.1814324139654,48.2335656243186,47.7287624833288,49.8634313251767
"209",1040,52.4868988716485,48.2564411694564,48.0298273986347,49.5922880101617
"210",1045,52.7899110603923,49.0032010792773,47.8296633373469,49.6275410896651
"211",1050,53.0901699437495,48.6493962097395,48.0288294021771,49.4944453998197
"212",1055,53.3873792024529,48.6672176599251,48.1943661307197,49.4482078102393
"213",1060,53.6812455268468,48.9677158301059,48.1769351549856,49.5111635117469
"214",1065,53.9714789063478,49.9813286054031,48.0718006858586,49.4957665075948
"215",1070,54.2577929156507,49.0361658906753,48.1244672485448,49.5883616006199
"216",1075,54.5399049973955,49.5234671921311,48.0500431888661,49.3173649924966
"217",1080,54.8175367410172,49.8458849361492,48.1349087088572,49.3039751996831
"218",1085,55.0904141575037,50.1135967557427,48.0402849415725,49.3429375530589
"219",1090,55.35826794979,50.1292189502362,48.3624275792425,49.317695377346
"220",1095,55.6208337785213,50.7068412155195,48.2936324505308,49.3226021833334
"221",1100,55.8778525229247,50.4608568080336,48.3501420479605,49.2713896864482
"222",1105,56.1290705365298,50.4394348263263,48.347758991333,49.2906753196092
"223",1110,56.3742398974869,50.8809601593024,48.4171760584799,49.1717764152633
"224",1115,56.6131186532365,50.8166000883545,48.3143955600023,49.146624565375
"225",1120,56.8454710592869,51.1770939575198,48.6144036957479,49.1043062288869
"226",1125,57.0710678118655,51.3578242041026,48.419889989729,49.0765949256536
"227",1130,57.2896862742141,51.8506752023738,48.546452358937,49.1102835193903
"228",1135,57.5011106963046,51.3354236811355,48.6904201216876,48.9159703649547
"229",1140,57.7051324277579,51.9143742260466,48.3825563876957,48.9227070615006
"230",1145,57.9015501237569,51.9858524446859,48.6276050452231,49.1052201242385
"231",1150,58.0901699437495,51.6620617621915,48.9764542659338,48.8562566134126
"232",1155,58.2708057427456,52.5979467907761,48.7768056540855,48.9677395208262
"233",1160,58.4432792550201,52.6280580714201,48.7382895405551,48.8298052195222
"234",1165,58.6074202700394,53.0726022685849,49.019968686408,48.8516599288513
"235",1170,58.7630668004386,52.8223090295232,49.1564560877288,48.8335715264461
"236",1175,58.9100652418837,53.042892385962,48.9241488839628,48.9684300351061
"237",1180,59.0482705246602,52.6032033446256,49.0876501815974,48.8596498525213
"238",1185,59.1775462568398,52.9179970382466,49.4047472210931,48.942850481602
"239",1190,59.2977648588825,53.4679300258697,49.067658991056,48.8965400536888
"240",1195,59.4088076895423,53.9698578417952,49.486689902826,48.7498980072455
"241",1200,59.5105651629515,53.3944779783097,49.2850219745148,48.7415114633614
"242",1205,59.6029368567694,53.525695831817,49.5764694642966,48.8551054710255
"243",1210,59.6858316112863,53.9426340274015,49.5770886201883,48.7523495635279
"244",1215,59.7591676193875,54.2664956430792,49.5470171582332,48.6642918956631
"245",1220,59.8228725072869,54.3938803365261,49.4623689259002,48.7593910490801
"246",1225,59.8768834059514,53.5103501877599,49.6714419055525,48.6348818117407
"247",1230,59.9211470131448,54.2487716731333,49.6191885792975,48.6494676030322
"248",1235,59.9556196460308,54.6412967694648,50.0886035150099,48.6743998281119
"249",1240,59.9802672842827,54.2325650425899,49.6460330562767,48.7036533418973
"250",1245,59.9950656036573,54.4383064956425,49.9705246773768,48.8338873921531
"251",1250,60,54.4222696279528,50.0271871719023,48.5919881072386
"252",1255,59.9950656036573,54.0285843851193,50.2268005375819,48.6926740673357
"253",1260,59.9802672842827,54.7355638001276,50.1784396977586,48.769633265443
"254",1265,59.9556196460308,55.0897196641433,50.278874682996,48.7229527993292
"255",1270,59.9211470131448,55.2022470495258,50.5642196713834,48.7410555067001
"256",1275,59.8768834059514,54.888984732984,50.2114248250885,48.6743488318517
"257",1280,59.8228725072869,54.4516217110546,50.4162730122449,48.5712780313583
"258",1285,59.7591676193875,55.194046593364,50.53583099305,48.7594186415905
"259",1290,59.6858316112863,55.279482766936,50.5342343873003,48.7084151984281
"260",1295,59.6029368567694,55.3566911358536,50.5859192645879,48.8118509148348
"261",1300,59.5105651629515,55.0963494423638,50.6778089293178,48.7665386413065
"262",1305,59.4088076895423,55.6736510212663,50.5615292147525,48.9009724885294
"263",1310,59.2977648588825,55.4639005426333,50.825926262818,48.7725431823164
"264",1315,59.1775462568398,55.0388143423669,50.7495273226299,48.7297233557166
"265",1320,59.0482705246602,55.5332614077525,51.0219740935481,48.8110046872232
"266",1325,58.9100652418837,55.6188267905274,50.8577146274798,48.7950532095207
"267",1330,58.7630668004386,55.1080408504273,50.808091206963,48.8394003997419
"268",1335,58.6074202700394,55.3942034840881,51.2085971976431,48.9006713446786
"269",1340,58.4432792550202,55.5261830484156,51.1003958200273,48.8149795778419
"270",1345,58.2708057427456,55.8935166914632,51.2078563558928,48.8465293873918
"271",1350,58.0901699437495,55.2815762521562,51.1861661725666,48.9175227688107
"272",1355,57.9015501237569,54.9053098795431,51.5257758485614,48.9703440979233
"273",1360,57.7051324277579,55.3036006947951,51.3044040987529,48.874134577201
"274",1365,57.5011106963046,55.3016825653742,51.5051700776388,48.9759270736724
"275",1370,57.2896862742141,54.9138350302179,51.4223535574049,49.0012577373625
"276",1375,57.0710678118655,55.5440044096367,51.4439782502277,48.9112413988966
"277",1380,56.8454710592869,55.882117543605,51.3538226933183,49.1364550591265
"278",1385,56.6131186532365,55.2634525794069,51.6917422978318,49.0872284823698
"279",1390,56.3742398974869,54.8713649845855,51.6621969621102,49.0986990552253
"280",1395,56.1290705365298,55.0981445338951,51.6413565097679,49.1970356170189
"281",1400,55.8778525229247,55.0732802797351,51.6981470042193,49.3765826649671
"282",1405,55.6208337785213,54.8981899341285,51.5651444609092,49.3473578305147
"283",1410,55.35826794979,54.5978509286548,52.0594441023519,49.1754093890848
"284",1415,55.0904141575037,54.7077712699392,51.6565433849766,49.3614369689874
"285",1420,54.8175367410172,54.8086150151357,51.7223825987831,49.5126089656688
"286",1425,54.5399049973955,54.4828534167472,51.8608720862874,49.4458206502678
"287",1430,54.2577929156507,54.2960848377201,51.5492692730599,49.5311358890998
"288",1435,53.9714789063478,53.823526228284,52.1620751160818,49.4180666821375
"289",1440,53.6812455268468,54.3335388272275,51.8902394553369,49.5616915949903
"290",1445,53.3873792024529,53.9886197489307,52.0224500374094,49.5036672974927
"291",1450,53.0901699437495,53.7780134658312,51.915306533514,49.6273703266035
"292",1455,52.7899110603923,54.2767861277032,52.0506455381923,49.5739066512409
"293",1460,52.4868988716486,54.3129821499242,51.7825476833771,49.7558552276091
"294",1465,52.1814324139654,53.6674613404147,52.0350681960463,49.7236178114808
"295",1470,51.8738131458573,54.04233534559,51.9014904142661,49.7035198465337
"296",1475,51.5643446504023,53.8572867128551,52.0958240383661,49.8306342731068
"297",1480,51.253332335643,53.1581965950314,52.0983492201123,49.8275783560884
"298",1485,50.9410831331852,53.4908577302221,51.843595283908,49.9736425483254
"299",1490,50.6279051952931,52.6154518649636,51.9657852273512,49.8960551042069
"300",1495,50.3141075907813,52.4913495447664,52.1281963112014,49.8447793731528
"301",1500,50,52.0196248584272,52.2761912066752,49.9966336435744
"302",1505,49.6858924092187,52.5281682581989,51.9315445750181,50.1245178160114
"303",1510,49.3720948047069,52.7125708039458,51.8711842567475,50.0867480590851
"304",1515,49.0589168668148,52.6882739174487,52.0886265848087,50.1548923589919
"305",1520,48.746667664357,51.5855646131719,52.2070483853387,50.0202284172209
"306",1525,48.4356553495977,51.7365795469038,51.9203206492205,50.0773076998267
"307",1530,48.1261868541428,51.8877392855141,52.1058174245801,50.2505265318175
"308",1535,47.8185675860346,51.8480681694935,51.9742373457453,50.3630137910326
"309",1540,47.5131011283515,50.9052953187142,51.8301703376622,50.1903540897923
"310",1545,47.2100889396077,51.5117374057878,51.9564803052458,50.3337922711934
"311",1550,46.9098300562505,51.1246013163133,51.9801801282295,50.373101878944
"312",1555,46.6126207975471,51.0844619125369,52.0045342831156,50.5377690673705
"313",1560,46.3187544731532,51.5475844244831,51.863923553327,50.4488338071931
"314",1565,46.0285210936522,50.3816324339825,51.998173679896,50.5026203032242
"315",1570,45.7422070843493,50.5586378703609,51.9086513211066,50.4727696761461
"316",1575,45.4600950026045,50.0267326081341,51.939614912385,50.5628913515378
"317",1580,45.1824632589828,49.8540584714891,52.0984056874226,50.6358520172656
"318",1585,44.9095858424963,49.7978913434927,51.7703729558444,50.6798449177417
"319",1590,44.64173205021,50.1887013654799,51.8747172515708,50.6394394404815
"320",1595,44.3791662214787,49.2905609854004,51.8088821214795,50.690851649648
"321",1600,44.1221474770753,48.9255733953785,51.810026960295,50.8196976356411
"322",1605,43.8709294634702,49.5516242145456,51.5251440265321,50.7708965726536
"323",1610,43.6257601025131,49.855683604328,51.6462047642023,50.85821904908
"324",1615,43.3868813467635,48.7402189838377,51.5867475788901,50.8996535089297
"325",1620,43.1545289407131,48.723039285527,51.4103881755269,50.8874589799319
"326",1625,42.9289321881345,47.9914152735215,51.4434486075849,50.9143315737566
"327",1630,42.7103137257859,48.0725512734145,51.436308974809,50.8107953809701
"328",1635,42.4988893036954,48.304814633328,51.343867222769,50.9568552679657
"329",1640,42.2948675722421,48.2612339381059,51.4502886767733,51.0685119310542
"330",1645,42.0984498762431,47.8005154093476,51.184884855895,50.950583489011
"331",1650,41.9098300562505,48.2497626655847,51.4465366151072,50.9792103654869
"332",1655,41.7291942572544,47.911517241652,51.2047148476121,51.1452921172612
"333",1660,41.5567207449799,47.3230332190965,50.9647252628452,51.1274634851108
"334",1665,41.3925797299606,47.4084160577187,51.0581468540105,51.1802067736241
"335",1670,41.2369331995614,46.9851010450304,51.0903284353446,51.1247983072222
"336",1675,41.0899347581163,46.9804451055127,51.0659450266696,51.0189518766186
"337",1680,40.9517294753398,46.4790411600967,50.8181955351407,51.0669112082524
"338",1685,40.8224537431602,47.368487535311,50.8253000516289,51.1073993641746
"339",1690,40.7022351411175,46.6686200372134,50.6457126448149,51.2753136504451
"340",1695,40.5911923104577,46.6897490549636,50.6547865625144,51.2304269201709
"341",1700,40.4894348370485,46.4654675191268,50.4951696798045,51.1512782631394
"342",1705,40.3970631432306,46.4067898272904,50.5652802521532,51.0940779279581
"343",1710,40.3141683887137,46.0177359501286,50.5786767988932,51.2037582371259
"344",1715,40.2408323806125,45.1395578909449,50.5204025659594,51.2126404432569
"345",1720,40.1771274927131,45.5767458796492,50.3254194550087,51.3594985230042
"346",1725,40.1231165940486,45.4461805608663,50.2870726737798,51.438569092141
"347",1730,40.0788529868552,45.7757426599131,50.1155758257863,51.3741673147163
"348",1735,40.0443803539692,46.0448030048313,50.0359953357984,51.318875954518
"349",1740,40.0197327157173,45.6004782865922,50.1871251969485,51.2118877719848
"350",1745,40.0049343963427,45.4871003093217,50.207966307659,51.3374975027025
"351",1750,40,45.2165060428045,50.0738089473725,51.2889159843189
"352",1755,40.0049343963427,45.4741375279793,49.9671896129419,51.3572470543979
"353",1760,40.0197327157173,45.0161627618721,49.8512078632658,51.2611132244187
"354",1765,40.0443803539692,45.5014993328755,50.1043882203636,51.3051939602442
"355",1770,40.0788529868552,45.101917869876,49.991104595768,51.2229453715518
"356",1775,40.1231165940486,44.4331523192301,49.587043885808,51.3202675307884
"357",1780,40.1771274927131,45.6583287060904,49.8253243275501,51.2035682981681
"358",1785,40.2408323806125,44.6105714555379,49.5433725613578,51.249411137086
"359",1790,40.3141683887137,44.7825966672741,49.6786829333127,51.3157222536361
"360",1795,40.3970631432306,44.9592585389417,49.2300650935142,51.3488463045511
"361",1800,40.4894348370485,44.2959590072092,49.2384648515199,51.3508178186907
"362",1805,40.5911923104577,44.5832394818953,49.3057215684273,51.2339266743958
"363",1810,40.7022351411175,44.7145254435985,49.4214565672818,51.1130128013401
"364",1815,40.8224537431602,45.5802841917675,49.1243345113822,51.2743788486916
"365",1820,40.9517294753398,44.9257601742469,49.1729115206226,51.0377106837532
"366",1825,41.0899347581163,44.6122445102505,48.8912007524294,51.2958983340249
"367",1830,41.2369331995614,44.4682835959781,49.111787260274,51.098259435389
"368",1835,41.3925797299606,45.1514892123503,48.8188872300371,51.1264749160497
"369",1840,41.5567207449798,44.07718688931,48.9088092353822,51.180646490602
"370",1845,41.7291942572544,44.8245052085455,48.921321295837,51.009149361163
"371",1850,41.9098300562505,44.4228686136336,48.5454468658092,50.8430716406591
"372",1855,42.0984498762431,44.8451313591742,48.7354188701163,51.0482421266855
"373",1860,42.2948675722421,44.5594889727133,48.7139246299849,50.9303323659585
"374",1865,42.4988893036954,44.3752557912301,48.6785069510205,50.9731909807573
"375",1870,42.7103137257859,44.6976786346174,48.7155901704573,50.9311811217883
"376",1875,42.9289321881345,45.143005597039,48.5073828409361,51.075974669516
"377",1880,43.1545289407131,44.8063482076511,48.4762186714971,50.9895661462484
